,features,labels
2124,[0.25512758 0.22211093 0.169813   ... 0.08235584 0.05833874 0.06535022],Rosacea
2125,[0.28319943 0.06437619 0.07471083 ... 0.0671191  0.17106468 0.24401255],Rosacea
2126,[0.21456674 0.20570472 0.12368714 ... 0.07967477 0.06748466 0.17038453],Rosacea
2127,[0.07803133 0.         0.17656473 ... 0.03760564 0.08981939 0.23091616],Rosacea
2128,[0.2349983  0.07263884 0.03417387 ... 0.10969264 0.05484116 0.0816872 ],Rosacea
2129,[0.05285105 0.00325692 0.02173047 ... 0.01668779 0.02694114 0.03863009],Rosacea
2130,[0.23147078 0.09385054 0.17550861 ... 0.09582975 0.10605118 0.20298788],Rosacea
2131,[0.33297404 0.1811175  0.09304291 ... 0.01425644 0.15699184 0.06044428],Rosacea
2132,[0.27029469 0.01559867 0.00255346 ... 0.21866776 0.24318439 0.24318439],Rosacea
2133,[0.21585779 0.07478622 0.17789731 ... 0.         0.         0.        ],Rosacea
2134,[0.11059564 0.08296211 0.07076934 ... 0.05192641 0.18687971 0.25601992],Rosacea
2135,[0.1956532  0.29595532 0.07497743 ... 0.09258998 0.13646198 0.104578  ],Rosacea
2136,[0.23315792 0.12274757 0.15628839 ... 0.03200153 0.01019812 0.20830264],Rosacea
2137,[0.23299432 0.23299432 0.23299432 ... 0.05081728 0.00914405 0.01688136],Rosacea
2138,[0.2308844  0.09847001 0.17278332 ... 0.09796298 0.08478033 0.22575463],Rosacea
2139,[0.24686284 0.24686284 0.05531214 ... 0.04448715 0.07137974 0.10059609],Rosacea
2140,[0.24707632 0.1831908  0.09337289 ... 0.25487486 0.20657664 0.06991086],Rosacea
2141,[0.11398986 0.05695681 0.27487422 ... 0.13119118 0.19061707 0.01693923],Rosacea
2142,[0.26664796 0.07494953 0.09478419 ... 0.07022017 0.07614538 0.04385174],Rosacea
2143,[0.22689974 0.11449402 0.19963788 ... 0.1084693  0.08857703 0.04057978],Rosacea
2144,[0.23404317 0.10456721 0.05658778 ... 0.04367248 0.04550215 0.07174111],Rosacea
2145,[0.         0.         0.         ... 0.1210693  0.09128014 0.11548457],Rosacea
2146,[0.07669596 0.         0.08677157 ... 0.2214411  0.0254196  0.07614803],Rosacea
2147,[0.2394802  0.10047404 0.03063854 ... 0.25443898 0.25443898 0.25443898],Rosacea
2148,[0.28681742 0.1084083  0.02635131 ... 0.17885881 0.15292173 0.04180494],Rosacea
2149,[0.49396927 0.         0.         ... 0.07641774 0.14203601 0.26074974],Rosacea
2150,[0.27158142 0.0654913  0.06773299 ... 0.11415117 0.06585267 0.22540017],Rosacea
2151,[0.23653591 0.08573137 0.1569181  ... 0.14030259 0.17829498 0.10958229],Rosacea
2152,[0.22307622 0.16522917 0.10192324 ... 0.103666   0.09085459 0.09479051],Rosacea
2153,[0.23184143 0.23184143 0.23184143 ... 0.13451822 0.08175717 0.14898336],Rosacea
2154,[0.17879491 0.24132947 0.24132947 ... 0.05699701 0.18424913 0.22126132],Rosacea
2155,[0.21657048 0.         0.0028607  ... 0.02023562 0.0262116  0.33483221],Rosacea
2156,[0.23802831 0.24923727 0.28993375 ... 0.19728368 0.18183776 0.03199939],Rosacea
2157,[0.         0.         0.         ... 0.11749481 0.12630771 0.23711925],Rosacea
2158,[0.07850309 0.25859028 0.25859028 ... 0.07629406 0.13994969 0.16520666],Rosacea
2159,[0.31621863 0.02329441 0.05120319 ... 0.18494871 0.21374956 0.13689479],Rosacea
2160,[0.17041048 0.20645045 0.15962668 ... 0.07269184 0.03044857 0.        ],Rosacea
2161,[0.2556086  0.         0.36148512 ... 0.15604524 0.04651942 0.13986741],Rosacea
2162,[0.10361928 0.01327388 0.05040518 ... 0.06419332 0.1536846  0.16647302],Rosacea
2163,[0.28171295 0.28171295 0.121945   ... 0.09670067 0.04351719 0.05222151],Rosacea
2164,[0.20416175 0.1642893  0.13785051 ... 0.24291205 0.24291205 0.03652637],Rosacea
2165,[0.19157032 0.2147921  0.28910943 ... 0.06308929 0.0860547  0.22700695],Rosacea
2166,[0.12536751 0.12705041 0.33361107 ... 0.1531773  0.24509908 0.1242049 ],Rosacea
2167,[0.25790313 0.25790313 0.25790313 ... 0.06823711 0.03596412 0.07629141],Rosacea
2168,[0.09292698 0.06237839 0.05029106 ... 0.10350715 0.11579909 0.12094276],Rosacea
2169,[0.19639661 0.15678368 0.14180195 ... 0.07907518 0.20995502 0.06018316],Rosacea
2170,[0.21535902 0.04923434 0.04666623 ... 0.03101597 0.09997285 0.23703063],Rosacea
2171,[0.         0.         0.         ... 0.24923188 0.10570856 0.03870353],Rosacea
2172,[0.20891433 0.08599181 0.07614038 ... 0.25716406 0.02459974 0.01739464],Rosacea
2173,[0.15362354 0.07494311 0.07419417 ... 0.06152456 0.07630892 0.01106292],Rosacea
2174,[0.25898233 0.25898233 0.04327488 ... 0.15130376 0.16339075 0.08605472],Rosacea
2175,[0.25534688 0.18143088 0.19666711 ... 0.03489646 0.27166344 0.18934866],Rosacea
2176,[0.15021132 0.04092903 0.01969521 ... 0.08444888 0.17645806 0.25281062],Rosacea
2177,[0.25220264 0.16950206 0.17490978 ... 0.09225208 0.06312002 0.13343595],Rosacea
2178,[0.15560199 0.03313682 0.05239392 ... 0.2459698  0.22274888 0.04252003],Rosacea
2179,[0.27155644 0.074289   0.02481066 ... 0.16146591 0.05734251 0.        ],Rosacea
2180,[0.14275377 0.28145131 0.28145131 ... 0.10508913 0.04947689 0.07462138],Rosacea
2181,[0.19352857 0.07351429 0.1267896  ... 0.18912509 0.05984797 0.06956893],Rosacea
2182,[0.28730497 0.08712512 0.18983123 ... 0.02547071 0.03892218 0.1364555 ],Rosacea
2183,[0.25167349 0.06039395 0.0077316  ... 0.15145387 0.05277288 0.05615017],Rosacea
2184,[0.54980765 0.         0.         ... 0.24119973 0.11827435 0.08582537],Rosacea
2185,[0.12483229 0.22532632 0.2485734  ... 0.11743243 0.06074805 0.09335271],Rosacea
2186,[0.08872099 0.11055074 0.24065775 ... 0.06440626 0.13478988 0.29926997],Rosacea
2187,[0.20544156 0.         0.08434981 ... 0.06092012 0.05813858 0.28168539],Rosacea
2188,[0.13321    0.36582896 0.36582896 ... 0.07551206 0.19870692 0.2236689 ],Rosacea
2189,[0.06251704 0.03623193 0.03125791 ... 0.07348653 0.04872108 0.1708977 ],Rosacea
2190,[0.22028915 0.22393637 0.2184218  ... 0.24676175 0.24676175 0.13857018],Rosacea
2191,[0.24100609 0.12397991 0.14937658 ... 0.12741179 0.         0.        ],Rosacea
2192,[0.2405764  0.2405764  0.19438113 ... 0.11796381 0.09883801 0.02821778],Rosacea
2193,[0.29757496 0.09912411 0.19903445 ... 0.20478888 0.         0.        ],Rosacea
2194,[0.21788054 0.2043305  0.15029947 ... 0.06047632 0.1495518  0.27202407],Rosacea
2195,[0.29226397 0.02810686 0.0149748  ... 0.23234287 0.17190661 0.16366638],Rosacea
2196,[0.23012848 0.23012848 0.20283196 ... 0.08353603 0.10817342 0.10507105],Rosacea
2197,[0.23897483 0.09116475 0.0470119  ... 0.21723909 0.15662499 0.20812999],Rosacea
2198,[0.24254114 0.07892884 0.11360188 ... 0.05011194 0.         0.        ],Rosacea
2199,[0.23787128 0.06472823 0.02391862 ... 0.02643012 0.0174117  0.03585624],Rosacea
2200,[0.12381288 0.0204457  0.03956488 ... 0.20095927 0.10075139 0.15655468],Rosacea
2201,[0.19267867 0.13186564 0.05710366 ... 0.03259937 0.05742242 0.08809485],Rosacea
2202,[0.23284833 0.10798028 0.09652918 ... 0.2660757  0.25573573 0.00699394],Rosacea
2203,[0.17310873 0.14160077 0.10370066 ... 0.         0.         0.        ],Rosacea
2204,[0.26843324 0.05560959 0.06577231 ... 0.20316931 0.09966873 0.07705481],Rosacea
2205,[0.23296307 0.22056712 0.16088424 ... 0.07670866 0.16413565 0.23471354],Rosacea
2206,[0.27738541 0.12604922 0.19411156 ... 0.20902593 0.23085748 0.21880465],Rosacea
2207,[0.1898835  0.11314164 0.15446751 ... 0.0367935  0.20650069 0.23573003],Rosacea
2208,[0.27073642 0.06256843 0.0853354  ... 0.14262659 0.09978187 0.09948016],Rosacea
2209,[0.16211725 0.0885038  0.15041982 ... 0.28935944 0.28935944 0.20039403],Rosacea
2210,[0.1366087  0.00196494 0.02747074 ... 0.22757368 0.23374387 0.12915576],Rosacea
2211,[0.24595346 0.09736838 0.19062092 ... 0.         0.         0.        ],Rosacea
2212,[0.26520025 0.26520025 0.26520025 ... 0.04307196 0.00756697 0.        ],Rosacea
2213,[0.         0.         0.         ... 0.12145848 0.12021002 0.10101562],Rosacea
2214,[0.25004234 0.22193839 0.24508666 ... 0.18884739 0.         0.        ],Rosacea
2215,[0.         0.         0.         ... 0.09205028 0.08912208 0.03439331],Rosacea
2216,[0.22044693 0.05063466 0.08327835 ... 0.01011955 0.         0.01631729],Rosacea
2217,[0.44458034 0.         0.         ... 0.13636874 0.05701221 0.06137342],Rosacea
2218,[0.29995509 0.15631241 0.06854848 ... 0.23089667 0.15762498 0.09579639],Rosacea
2219,[0.1027141  0.04714059 0.03380841 ... 0.12361479 0.25712075 0.21270915],Rosacea
2220,[0.23017336 0.17396691 0.18880236 ... 0.12235186 0.26328362 0.21634762],Rosacea
2221,[0.25823828 0.08195397 0.08227818 ... 0.20138843 0.1504415  0.17171354],Rosacea
2222,[0.22975297 0.11945303 0.16942566 ... 0.23781692 0.17179997 0.10026767],Rosacea
2223,[0.2434465  0.23453307 0.0914243  ... 0.08541802 0.11139616 0.14780339],Rosacea
2224,[0.24288395 0.03885553 0.08004326 ... 0.34296625 0.01804657 0.01908121],Rosacea
2225,[0.23927291 0.23927291 0.03709388 ... 0.10416732 0.04494454 0.01453675],Rosacea
2226,[0.25710953 0.25710953 0.07487001 ... 0.28812935 0.19856466 0.12317264],Rosacea
2227,[0.27957862 0.27635605 0.10440748 ... 0.07913847 0.12805591 0.10176332],Rosacea
2228,[0.25247171 0.00852226 0.01616986 ... 0.07006191 0.04101759 0.00905193],Rosacea
2229,[0.13091498 0.34334634 0.20967436 ... 0.08848973 0.07864408 0.23521233],Rosacea
2230,[0.2640062  0.1420444  0.12793088 ... 0.06040896 0.26843623 0.26843623],Rosacea
2231,[0.19264245 0.09153561 0.01602574 ... 0.01684572 0.00887847 0.31407368],Rosacea
2232,[0.24588853 0.15129762 0.11432946 ... 0.18147142 0.16979035 0.17790761],Rosacea
2233,[0.26268368 0.15815628 0.11668406 ... 0.14467096 0.17602106 0.24899244],Rosacea
2234,[0.21143679 0.13375552 0.07890987 ... 0.22935856 0.18068539 0.15131418],Rosacea
2235,[0.28948339 0.12110783 0.22948013 ... 0.10137358 0.13528124 0.18331152],Rosacea
2236,[0.23274676 0.09596735 0.23274676 ... 0.         0.         0.        ],Rosacea
2237,[0.25151954 0.16003874 0.24608396 ... 0.09078344 0.14125418 0.12104462],Rosacea
2238,[0.26311621 0.10408868 0.02074564 ... 0.05045578 0.23242646 0.07361079],Rosacea
2239,[0.25400122 0.11410145 0.12156966 ... 0.01457888 0.06786314 0.09819978],Rosacea
2240,[0.19417679 0.08444466 0.30272088 ... 0.0655337  0.04917332 0.14260239],Rosacea
2241,[0.23175245 0.23175245 0.23175245 ... 0.10633469 0.08983848 0.11373404],Rosacea
2242,[0.22184868 0.08705781 0.06697578 ... 0.01295047 0.         0.        ],Rosacea
2243,[0.22173608 0.06381035 0.1127788  ... 0.10816945 0.23180772 0.11081695],Rosacea
2244,[0.16543866 0.29699542 0.324059   ... 0.11278271 0.05543951 0.1399255 ],Rosacea
2245,[0.21881393 0.07044469 0.15248375 ... 0.0713949  0.11164748 0.07696979],Rosacea
2246,[0.22903923 0.22903923 0.16158744 ... 0.04932214 0.31400264 0.31951158],Rosacea
2247,[0.26148256 0.19798904 0.16710366 ... 0.01299921 0.05690887 0.03188652],Rosacea
2248,[0.23909844 0.23909844 0.19144971 ... 0.03553894 0.         0.        ],Rosacea
2249,[0.2569329  0.18710294 0.07803166 ... 0.21544641 0.08445619 0.11352959],Rosacea
2250,[0.25304297 0.21631734 0.19691266 ... 0.11026541 0.         0.        ],Rosacea
2251,[0.04222269 0.00726252 0.03674578 ... 0.05343714 0.13085153 0.10155105],Rosacea
2252,[0.23053162 0.13636822 0.07914431 ... 0.0879513  0.17496301 0.16102334],Rosacea
2253,[0.24905594 0.10962739 0.17582847 ... 0.08712157 0.06353711 0.07028114],Rosacea
2254,[0.19790934 0.15338978 0.1929449  ... 0.12350782 0.22435623 0.16458708],Rosacea
2255,[0.2198819  0.24822361 0.20488709 ... 0.06436698 0.0394075  0.11081793],Rosacea
2256,[0.3105764  0.3105764  0.30251094 ... 0.07742385 0.13180617 0.19575922],Rosacea
2257,[0.2279067  0.14427355 0.10737592 ... 0.12839037 0.06129605 0.04192262],Rosacea
2258,[0.04625108 0.0484321  0.1379029  ... 0.17931257 0.11277789 0.09278373],Rosacea
2259,[0.16492147 0.03101508 0.00818465 ... 0.17342973 0.23958481 0.07862477],Rosacea
2260,[0.0526777  0.01729257 0.02169442 ... 0.09310011 0.12372942 0.16176574],Rosacea
2261,[0.2336466  0.03706069 0.1394867  ... 0.08047744 0.01153253 0.0490219 ],Rosacea
2262,[0.22923256 0.16379444 0.24397476 ... 0.22710512 0.13628862 0.0637294 ],Rosacea
2263,[0.25663439 0.25663439 0.25663439 ... 0.16195305 0.02695596 0.10579874],Rosacea
2264,[0.24467522 0.1372801  0.07741215 ... 0.09821293 0.19335244 0.0977559 ],Rosacea
2265,[0.         0.         0.         ... 0.07092551 0.04460266 0.09099583],Rosacea
2266,[0.23511005 0.04605684 0.07317782 ... 0.1201242  0.18358566 0.16401894],Rosacea
2267,[0.2424824  0.13694223 0.11826556 ... 0.02462557 0.02555792 0.0217255 ],Rosacea
2268,[0.25004248 0.25004248 0.06696692 ... 0.21819986 0.05718613 0.07029734],Rosacea
2269,[0.27763912 0.27763912 0.1887622  ... 0.         0.         0.        ],Rosacea
2270,[0.30215986 0.30215986 0.09978618 ... 0.05052265 0.04191627 0.04156256],Rosacea
2271,[0.2441383  0.18576042 0.05598702 ... 0.01902321 0.27554758 0.27554758],Rosacea
2272,[0.0757622  0.         0.01525042 ... 0.11213105 0.144581   0.25619601],Rosacea
2273,[0.22270864 0.06162395 0.13202101 ... 0.13144143 0.21637782 0.09259131],Rosacea
2274,[0.36830089 0.         0.0778004  ... 0.09895838 0.10619152 0.15133374],Rosacea
2275,[0.17212417 0.13745699 0.12021749 ... 0.12022903 0.1800798  0.12969668],Rosacea
2276,[0.27667744 0.21815347 0.099136   ... 0.13697344 0.         0.        ],Rosacea
2277,[0.23764923 0.11203304 0.07485139 ... 0.03832008 0.18176812 0.08568632],Rosacea
2278,[0.31749433 0.14623927 0.0250895  ... 0.00915684 0.01447824 0.        ],Rosacea
2279,[0.24213767 0.10208101 0.22460216 ... 0.11555672 0.05814923 0.07055759],Rosacea
2280,[0.24107647 0.24107647 0.24107647 ... 0.02137952 0.09623141 0.37204325],Rosacea
2281,[0.25204639 0.09679499 0.09582491 ... 0.05755552 0.0112614  0.01281306],Rosacea
2282,[0.28672877 0.         0.         ... 0.07797966 0.02616689 0.        ],Rosacea
2283,[0.19389166 0.05163028 0.03361197 ... 0.         0.         0.        ],Rosacea
2284,[0.13059253 0.16044728 0.24998834 ... 0.0946832  0.24318543 0.19004687],Rosacea
2285,[0.20388127 0.0909883  0.23337364 ... 0.07185264 0.0218208  0.08239453],Rosacea
2286,[0.2064635  0.1827626  0.0479518  ... 0.11164497 0.24785387 0.17310236],Rosacea
2287,[0.00530845 0.         0.00500485 ... 0.01287991 0.         0.        ],Rosacea
2288,[0.05347528 0.17548481 0.13756472 ... 0.03478352 0.01239282 0.09174447],Rosacea
2289,[0.         0.         0.         ... 0.02115448 0.00304074 0.        ],Rosacea
2290,[0.28587945 0.13272137 0.08657757 ... 0.03202974 0.09485638 0.27035553],Rosacea
2291,[0.24698494 0.24698494 0.08115659 ... 0.         0.         0.        ],Rosacea
2292,[0.27273856 0.27273856 0.18627666 ... 0.17798854 0.19317992 0.05938289],Rosacea
2293,[0.25260948 0.25260948 0.2188586  ... 0.12579871 0.31853994 0.31853994],Rosacea
2294,[0.23387153 0.21650204 0.23387153 ... 0.10046928 0.03214244 0.        ],Rosacea
2295,[0.23854036 0.10788704 0.17450657 ... 0.24332846 0.08528775 0.13840617],Rosacea
2296,[0. 0. 0. ... 0. 0. 0.],Rosacea
2297,[0.29249153 0.02025929 0.10269529 ... 0.09169062 0.08418388 0.03707341],Rosacea
2298,[0.17748375 0.16311714 0.11659826 ... 0.05998976 0.16729648 0.1711843 ],Rosacea
2299,[0.18963218 0.11744392 0.23756438 ... 0.         0.         0.        ],Rosacea
2300,[0.25723152 0.14375409 0.04710241 ... 0.21582341 0.15954361 0.03675132],Rosacea
2301,[0. 0. 0. ... 0. 0. 0.],Rosacea
2302,[0.26879285 0.11115212 0.08765784 ... 0.21467504 0.09549259 0.06316255],Rosacea
2303,[0.26193168 0.23740553 0.10187848 ... 0.02661168 0.04256171 0.06166927],Rosacea
2304,[0.06429621 0.02114408 0.02644543 ... 0.02734512 0.01875172 0.03622395],Rosacea
2305,[0.18207303 0.02565204 0.18963319 ... 0.22150121 0.19457649 0.1708371 ],Rosacea
2306,[0.17543968 0.         0.04962183 ... 0.06551046 0.111902   0.04990115],Rosacea
2307,[0.44958208 0.03282807 0.02980169 ... 0.08065385 0.04769104 0.43856091],Rosacea
2308,[0.10434828 0.0055762  0.03675192 ... 0.11675686 0.09435545 0.04388709],Rosacea
2309,[0.2288442  0.0493903  0.05371631 ... 0.06694499 0.21921811 0.14643381],Rosacea
2310,[0.38235513 0.         0.29479846 ... 0.22375941 0.09618289 0.09192478],Rosacea
2311,[0.28300072 0.021488   0.         ... 0.19587489 0.19506221 0.10886702],Rosacea
2312,[0. 0. 0. ... 0. 0. 0.],Rosacea
2313,[0.25513531 0.25513531 0.1325903  ... 0.10351185 0.2202142  0.25838165],Rosacea
2314,[0.12828567 0.31848063 0.17452335 ... 0.07594354 0.11686412 0.18434551],Rosacea
2315,[0. 0. 0. ... 0. 0. 0.],Rosacea
2316,[0. 0. 0. ... 0. 0. 0.],Rosacea
2317,[0.23237232 0.10070514 0.12826199 ... 0.08779039 0.19997161 0.16948437],Rosacea
2318,[0. 0. 0. ... 0. 0. 0.],Rosacea
2319,[0. 0. 0. ... 0. 0. 0.],Rosacea
2320,[0.22069582 0.22069582 0.22069582 ... 0.04448267 0.12194694 0.07293174],Rosacea
2321,[0.197321   0.23064686 0.11050236 ... 0.26533569 0.28499274 0.27717868],Rosacea
2322,[0.29810503 0.         0.04003104 ... 0.02786367 0.01424285 0.19921609],Rosacea
2323,[0.25534126 0.19314048 0.17300548 ... 0.20159801 0.27023432 0.22091117],Rosacea
2324,[0.25878144 0.11420856 0.17585937 ... 0.0706695  0.15313568 0.11827198],Rosacea
2325,[0.28135987 0.17869178 0.28135987 ... 0.07478591 0.11570271 0.01204022],Rosacea
2326,[0. 0. 0. ... 0. 0. 0.],Rosacea
2327,[0.         0.         0.         ... 0.179097   0.12418313 0.14992189],Rosacea
2328,[0.20210266 0.20387024 0.23939527 ... 0.19205946 0.21931854 0.09481219],Rosacea
2329,[0.25991207 0.07798554 0.05918686 ... 0.14122718 0.17205522 0.25868551],Rosacea
2330,[0.22987853 0.16871235 0.1048285  ... 0.16015875 0.10830686 0.22855326],Rosacea
2331,[0.17664625 0.14422577 0.01647936 ... 0.04195981 0.         0.        ],Rosacea
2332,[0.         0.         0.         ... 0.20324455 0.1235039  0.07219836],Rosacea
2333,[0.22797105 0.22317663 0.22797105 ... 0.16791238 0.17792049 0.18175515],Rosacea
2334,[0.25872614 0.1800735  0.09279587 ... 0.13304553 0.11014789 0.09702511],Rosacea
2335,[0.         0.         0.         ... 0.14962824 0.06588479 0.08042171],Rosacea
2336,[0.12290868 0.13670816 0.06340063 ... 0.07199757 0.07304205 0.06390883],Rosacea
2337,[0.29838218 0.12116463 0.1393414  ... 0.03337663 0.16731325 0.13711958],Rosacea
2338,[0.24741597 0.10472868 0.24482023 ... 0.23890803 0.10084395 0.05583632],Rosacea
2339,[0.21731114 0.10224006 0.07597562 ... 0.20388349 0.24532078 0.16957317],Rosacea
2340,[0.24241925 0.23576079 0.15445078 ... 0.02334649 0.06908025 0.10165599],Rosacea
2341,[0.18597219 0.06330866 0.03179575 ... 0.20473016 0.1220818  0.26040355],Rosacea
2342,[0.27027047 0.27027047 0.05160224 ... 0.06907557 0.12257311 0.08597019],Rosacea
2343,[0.23722008 0.0827203  0.05647721 ... 0.03753126 0.07654011 0.0086668 ],Rosacea
2344,[0.3059004  0.07828351 0.07708036 ... 0.1361348  0.23409753 0.10380666],Rosacea
2345,[0.1521518  0.0339329  0.02128159 ... 0.23185214 0.122197   0.05559665],Rosacea
2346,[0.16527744 0.13120086 0.23540221 ... 0.10566027 0.13250421 0.09345101],Rosacea
2347,[0.33527053 0.33527053 0.11839633 ... 0.06782028 0.20797511 0.28701795],Rosacea
2348,[0.04083043 0.02944071 0.10021361 ... 0.02229383 0.03471568 0.03409284],Rosacea
2349,[0.2816117  0.2816117  0.2816117  ... 0.00582338 0.00613838 0.13691769],Rosacea
2350,[0.26050016 0.22000345 0.17570242 ... 0.0598476  0.03410297 0.07348476],Rosacea
2351,[0.15993919 0.10802794 0.18741626 ... 0.20772781 0.24999092 0.24999092],Rosacea
2352,[0.20810959 0.12914149 0.14165803 ... 0.05701225 0.16668528 0.07897931],Rosacea
2353,[0.38365049 0.         0.00172239 ... 0.04234677 0.08626964 0.05572751],Rosacea
2354,[0.25922041 0.17888422 0.07254998 ... 0.24435626 0.19117694 0.17026337],Rosacea
2355,[0.25462587 0.11895438 0.         ... 0.24723216 0.08510245 0.046069  ],Rosacea
2356,[0.24464893 0.17973358 0.24464893 ... 0.05144738 0.         0.        ],Rosacea
2357,[0.24191021 0.20479048 0.24656765 ... 0.06743827 0.11886114 0.05499388],Rosacea
2358,[0.23673535 0.14569508 0.09812139 ... 0.06449455 0.07424912 0.17173601],Rosacea
2359,[0.16409436 0.04586577 0.02900806 ... 0.01004451 0.01622727 0.38441045],Rosacea
2360,[0.22634736 0.09063163 0.13561858 ... 0.22487915 0.22487915 0.09803034],Rosacea
2361,[0.06977002 0.1562814  0.13826234 ... 0.01173084 0.01581317 0.10123344],Rosacea
2362,[0.27086269 0.08303727 0.19793277 ... 0.24071383 0.13189392 0.1119232 ],Rosacea
2363,[0.23464875 0.23464875 0.12184889 ... 0.13605645 0.13125883 0.16638702],Rosacea
2364,[0.4331075  0.         0.00352171 ... 0.0293529  0.14704556 0.04230711],Rosacea
2365,[0.23358416 0.         0.04372146 ... 0.12519684 0.16137456 0.2315867 ],Rosacea
2366,[0.32243247 0.02804416 0.05054666 ... 0.1671298  0.20260896 0.02656453],Rosacea
2367,[0.1931041  0.13007951 0.16097991 ... 0.15396237 0.09334491 0.03532977],Rosacea
